target,mission,label,ra,dec,kepmag,period,t0,duration,depth_ppm,snr
Kepler-779 A b,Kepler,1,285.62854,44.31089,15.649,7.09712124,136.34514,2.1059,370.0,18.3
K01147.01,Kepler,0,291.89075,44.223728,13.475,2.6827683,134.25535,2.957,79.8,26.7
Kepler-736,Kepler,1,285.39133,46.180939,15.733,3.601465336,171.99184,2.2753,778.0,50.7
K00944.01,Kepler,0,294.79974,46.207569,15.361,3.108251172,170.244566,2.5048,1870.0,156.5
Kepler-1666,Kepler,1,297.9516,46.264721,15.083,25.8474958,188.874,5.985,537.0,27.3
Kepler-1666,Kepler,1,297.9516,46.264721,15.083,40.715561,146.36485,6.894,681.0,28.9
K00946.01,Kepler,0,296.65915,46.382172,15.163,20.42720701,176.71737,3.447,1270.0,36.7
K01011.01,Kepler,0,297.62027,40.943089,15.67,6.198273591,183.3731434,7.53837,47300.0,2561.1
K01012.01,Kepler,0,300.45575,43.934349,15.381,1.023471798,354.8182,2.3499,861.0,63.0
K01013.01,Kepler,0,293.38556,41.349819,15.348,0.51872711,133.676312,1.252,714.0,93.3
Kepler-749,Kepler,1,299.89722,43.903912,15.759,17.31711739,142.36094,3.1518,1470.0,35.9
Kepler-750,Kepler,1,289.09689,44.004379,14.5,9.42889884,140.1046,4.4481,565.0,50.4
K01080.01,Kepler,0,297.78802,47.10107,14.867,1.096583368,133.61436,2.1188,309.0,44.3
K01081.01,Kepler,1,294.76855,47.13279,15.22,9.95639775,134.29186,5.615,511.0,32.9
K01082.01,Kepler,1,292.14447,47.157349,15.692,6.50327035,135.26657,2.591,418.0,19.0
K01082.02,Kepler,1,292.14447,47.157349,15.692,4.09667624,133.09833,2.19,302.0,16.2
Kepler-763,Kepler,1,292.14447,47.157349,15.692,1.196548464,132.53363,1.2592,225.0,16.5
Kepler-270,Kepler,1,282.2001,44.422298,13.908,11.47609015,135.39622,5.046,182.0,27.7
Kepler-270,Kepler,1,282.2001,44.422298,13.908,25.2630467,134.18397,6.22,126.0,14.3
K01149.01,Kepler,0,284.38562,44.391289,15.602,7.1688266,136.23827,1.29,,
Kepler-780,Kepler,1,281.76639,44.292549,13.326,0.677374687,133.94573,1.8361,76.7,38.7
Kepler-271,Kepler,1,283.00296,44.284229,13.404,10.43547031,134.82462,3.4167,210.0,36.7
Kepler-271,Kepler,1,283.00296,44.284229,13.404,7.41084314,135.75425,3.245,124.0,25.6
Kepler-737,Kepler,1,291.86285,46.42926,15.19,28.59914031,189.92667,3.6567,1590.0,53.8
Kepler-738,Kepler,1,287.56967,46.56786,15.598,24.58716355,173.70572,3.984,908.0,35.6
K00130.01,Kepler,0,297.36032,40.42981,13.325,34.19360031,155.2966351,5.41382,13700.0,1405.6
Kepler-739,Kepler,1,290.06799,46.57914,15.485,12.53248222,170.76535,4.0168,1150.0,66.7
K00950.01,Kepler,1,292.65704,46.537338,15.798,31.20169247,183.4076137,2.15663,34500.0,607.4
Kepler-258,Kepler,1,294.06848,46.57933,15.223,13.19720694,171.545479,3.4872,2140.0,116.2
Kepler-18,Kepler,1,298.07944,44.746319,13.549,14.85890852,128.154869,3.5252,3270.0,456.8
Kepler-750,Kepler,1,289.09689,44.004379,14.5,4.08897299,135.76402,3.585,158.0,19.0
K01016.01,Kepler,0,295.4722,44.077381,15.028,2.866680334,134.066374,1.1264,712.0,43.0
Kepler-751,Kepler,1,294.84384,44.077679,15.007,17.44486016,141.6802,4.445,827.0,46.0
K01018.01,Kepler,0,297.49332,44.051868,13.838,8.30697421,137.08254,2.76,159.0,17.4
K01019.01,Kepler,0,296.48187,44.009151,10.266,2.49705175,135.3072596,3.79,,
Kepler-764,Kepler,1,297.39319,47.164631,15.302,7.33685101,138.5829,3.548,326.0,21.6
K00143.01,Kepler,0,290.10333,39.781631,13.682,22.65117451,140.337593,3.6895,2250.0,170.1
K01084.01,Kepler,0,294.59613,47.197449,14.415,1.204274435,134.05838,1.3362,186.0,34.7
K01085.01,Kepler,1,281.05011,47.188148,15.233,7.71790675,139.15725,1.84,307.0,12.6
Kepler-765,Kepler,1,283.1846,47.15567,14.609,27.6652847,144.8714,6.633,469.0,36.1
K01087.01,Kepler,0,293.24384,38.27327,14.909,0.948950734,134.368152,4.0245,2130.0,238.6
Kepler-473,Kepler,1,286.6301,38.945599,13.397,14.55730897,145.095012,7.7643,957.0,200.0
K01152.01,Kepler,0,296.69562,47.327309,13.987,4.722254104,178.243313,3.451,82700.0,314.1
K01153.01,Kepler,0,296.32028,47.40657,14.539,0.635069939,134.0209283,2.07171,33100.0,578.6
K01154.01,Kepler,1,299.10281,47.377781,12.628,6.810823723,136.04667,7.98574,14400.0,1441.9
K01155.01,Kepler,0,292.83301,47.495529,14.658,0.933746515,133.387415,6.6522,2940.0,549.5
K01156.01,Kepler,0,281.5238,47.755341,15.29,1.872421727,134.366162,1.5261,3020.0,179.0
Kepler-258,Kepler,1,294.06848,46.57933,15.223,33.6528474,147.8025,3.9616,1140.0,41.9
Kepler-32,Kepler,1,297.84241,46.574268,15.801,5.90127815,171.40674,2.1979,1530.0,56.6
Kepler-32,Kepler,1,297.84241,46.574268,15.801,8.75209691,170.63671,2.3742,1370.0,44.8
Kepler-32,Kepler,1,297.84241,46.574268,15.801,22.78078241,155.20408,3.3002,1930.0,46.4
Kepler-32,Kepler,1,297.84241,46.574268,15.801,2.896005211,133.61228,1.6776,614.0,28.6
Kepler-32,Kepler,1,297.84241,46.574268,15.801,0.742957911,133.27936,0.6688,843.0,45.3
K01020.01,Kepler,0,292.93085,37.60664,12.899,54.35635067,164.070221,6.4345,10500.0,628.1
K01021.01,Kepler,0,287.13388,37.83926,15.996,0.54624855,178.5614,2.0543,640.0,42.9
Kepler-752,Kepler,1,292.26813,37.955639,15.762,18.82744023,196.19088,4.664,1010.0,29.5
K01023.01,Kepler,0,291.85382,37.74192,15.156,8.4120069,139.64745,3.923,820.0,39.7
Kepler-753,Kepler,1,291.90326,37.90229,14.496,5.747711909,133.29939,1.8923,820.0,51.7
Kepler-18,Kepler,1,298.07944,44.746319,13.549,3.504691252,133.511941,1.9811,315.0,67.5
K01088.01,Kepler,0,290.63943,38.28463,15.577,0.995861402,132.346819,1.1507,4990.0,272.0
Kepler-418,Kepler,1,294.4335,38.35545,14.696,86.67856052,175.597013,10.1289,8240.0,318.3
K01089.02,Kepler,1,294.4335,38.35545,14.696,12.21828097,140.321095,2.6969,1840.0,90.1
K01090.01,Kepler,0,290.862,38.35358,14.01,8.387210055,138.903759,1.6477,4950.0,180.6
K01091.01,Kepler,0,286.00031,38.284599,15.148,15.2384539,369.56902,19.292,7020.0,56.0
K01092.01,Kepler,0,293.02512,37.992641,14.784,0.413334492,133.212225,2.3808,2030.0,236.9
K01157.01,Kepler,0,292.84213,47.483829,13.964,0.93374614,133.388153,6.551,1720.0,365.7
K01158.01,Kepler,0,296.69971,47.406731,15.403,6.47179275,356.38477,6.788,403.0,30.7
K01159.01,Kepler,1,297.01483,47.486431,15.332,64.617518,166.14425,5.796,2490.0,61.9
Kepler-781,Kepler,1,287.65363,47.41481,15.987,13.21409607,140.58492,3.5641,1150.0,38.0
Kepler-272,Kepler,1,299.12753,47.59383,14.678,6.05729966,135.92756,3.7419,385.0,35.1
Kepler-740,Kepler,1,286.48227,46.692451,15.954,3.584101048,170.427829,2.7316,2610.0,166.3
Kepler-13,Kepler,1,286.97119,46.868359,9.958,1.763587535,120.5659254,3.16877,4590.0,4061.9
Kepler-471,Kepler,1,299.09753,43.497589,13.797,5.014234733,133.174289,4.589,6540.0,794.3
Kepler-259,Kepler,1,288.21194,46.615002,15.219,8.11528727,174.52257,3.211,835.0,59.1
Kepler-259,Kepler,1,288.21194,46.615002,15.219,36.9250409,174.22246,4.9381,902.0,39.3
K01025.01,Kepler,0,291.10846,37.857792,15.501,37.4783492,157.31713,5.317,1470.0,18.3
K01028.01,Kepler,0,292.73627,37.560341,13.295,8.09695764,140.74216,3.319,284.0,35.4
K01029.01,Kepler,1,292.29099,37.580799,14.757,32.3122867,133.867,6.569,678.0,33.6
K01030.01,Kepler,1,291.13849,37.859299,15.399,9.22961384,138.43961,2.235,492.0,19.3
Kepler-754,Kepler,1,293.25412,37.846191,15.16,14.5598556,135.95038,5.624,291.0,15.6
Kepler-472,Kepler,1,296.52429,39.24976,13.698,4.176254191,133.090415,3.6716,1360.0,249.7
K01093.01,Kepler,0,292.58304,38.374378,14.662,0.528755447,133.38227,5.714,409.0,100.1
Kepler-766,Kepler,1,293.18454,37.969841,15.678,6.10027621,135.58656,4.7476,767.0,43.2
K01095.01,Kepler,1,287.61688,38.402321,15.617,51.59809554,203.979914,2.0153,5870.0,79.7
K01096.01,Kepler,1,290.18304,38.321941,14.709,1500.0,315.33083,7.109,9590.0,62.5
K01097.01,Kepler,0,290.89407,38.435032,15.172,10.9110487,142.52714,7.033,402.0,28.3
Kepler-112,Kepler,1,296.98102,43.209751,13.771,8.408878137,134.006366,3.4967,799.0,147.2
Kepler-272,Kepler,1,299.12753,47.59383,14.678,10.93725572,136.98549,3.0822,422.0,24.6
Kepler-272,Kepler,1,299.12753,47.59383,14.678,2.97136658,134.38662,2.716,233.0,25.6
Kepler-782,Kepler,1,288.86823,47.75943,12.783,158.6850022,173.94993,11.5372,898.0,97.4
Kepler-273,Kepler,1,291.30222,47.697762,14.968,2.936527336,135.71829,1.771,352.0,34.7
Kepler-741,Kepler,1,289.4317,46.617531,15.067,7.03902016,175.73059,3.8633,530.0,54.3
Kepler-742,Kepler,1,283.86603,46.789589,15.223,8.360870704,175.64459,2.7144,2040.0,120.9
K00957.01,Kepler,0,282.35324,43.335129,15.246,3.14051153,178.4691,8.2806,1440.0,139.5
K00958.01,Kepler,1,291.25449,36.74361,12.559,21.76129812,166.540438,1.243,1300.0,60.0
K00959.01,Kepler,0,287.55972,46.957085,13.102,12.71379418,175.0725677,2.44093,36700.0,2981.3
K00960.01,Kepler,0,295.47067,44.010738,15.513,15.80110003,177.1533515,6.37505,37500.0,1642.2
K01032.01,Kepler,1,291.97754,37.532551,13.862,1500.140677,176.08226,25.727,4130.0,83.3
K01034.01,Kepler,0,297.82956,41.141949,15.929,1.739428983,354.889074,2.4894,5900.0,130.0
K01035.01,Kepler,0,292.76434,41.27528,13.371,1.217266418,133.328666,3.3208,5810.0,603.4
K01036.01,Kepler,0,297.52545,41.261841,11.115,19.56309252,134.3548284,6.9547,13000.0,2477.0
K01037.01,Kepler,0,291.98337,41.555111,15.513,3.7228551,179.30315,12.8164,2970.0,294.8
K00138.01,Kepler,0,295.94092,44.57835,13.96,48.93786896,140.76639,6.5868,7240.0,445.7
K01098.01,Kepler,0,292.85608,38.37257,15.03,5.48990788,134.10438,4.02,599.0,36.7
Kepler-767,Kepler,1,291.57916,38.035831,15.435,161.5278347,198.00137,3.6734,4650.0,54.7
K01100.01,Kepler,0,289.76483,38.35236,15.736,0.73093905,355.90306,2.8437,451.0,52.4
Kepler-768,Kepler,1,294.11566,38.393478,15.681,11.39102358,137.70864,2.303,449.0,10.5
Kepler-24,Kepler,1,290.41327,38.34375,14.925,12.33343853,137.58782,6.221,536.0,31.7
Kepler-273,Kepler,1,291.30222,47.697762,14.968,8.01500821,134.8277,3.0137,363.0,28.6
K01164.01,Kepler,0,292.73892,47.49073,14.96,0.933749941,133.38422,6.606,415.0,88.8
Kepler-783,Kepler,1,291.06293,47.484798,13.916,7.053934488,136.357253,1.7244,512.0,56.3
Kepler-783,Kepler,1,291.06293,47.484798,13.916,4.29263699,134.80018,2.7,61.4,11.4
K01166.01,Kepler,1,296.13141,47.43882,15.44,7.6746614,133.22431,1.9374,503.0,20.8
K01167.01,Kepler,0,297.13327,47.628769,14.507,0.445275074,133.971372,2.276,255.0,86.3
Kepler-42,Kepler,1,292.21906,44.61916,15.92,1.213770423,170.483645,0.5532,1820.0,111.4
Kepler-42,Kepler,1,292.21906,44.61916,15.92,0.453287416,133.869741,0.4445,1460.0,150.4
K00132.01,Kepler,0,294.41245,45.130852,13.794,10.81013273,132.95157,4.4618,6170.0,806.5
Kepler-42,Kepler,1,292.21906,44.61916,15.92,1.865114193,133.792344,0.4279,1120.0,56.9
K00964.01,Kepler,0,288.49948,47.996471,13.234,3.273699006,171.2385098,3.07626,6860.0,1293.1
K00965.01,Kepler,0,290.11569,38.40419,13.361,7.047103499,175.03337,3.3208,71300.0,274.9
K01038.01,Kepler,0,299.26038,41.420231,15.435,0.530300102,354.985736,2.8502,3040.0,207.4
K01039.01,Kepler,0,295.16049,41.0793,15.686,1.073917869,177.924088,2.4305,1930.0,137.5
K01040.01,Kepler,0,298.47424,41.07589,14.081,4.206096814,136.44854,10.7381,1300.0,149.3
K01041.01,Kepler,0,297.52863,41.259911,14.035,19.56313723,369.11182,6.8575,5540.0,157.8
K01042.01,Kepler,0,298.33893,41.073479,14.85,2.227718792,134.452638,4.9699,1040.0,124.3
K01043.01,Kepler,0,298.20035,41.011688,15.643,0.591914504,355.353791,1.0225,1060.0,56.3
Kepler-290,Kepler,1,286.41,42.681549,15.596,36.7704935,164.29112,4.42,1350.0,40.8
Kepler-290,Kepler,1,286.41,42.681549,15.596,14.58932429,141.93498,2.4184,831.0,29.3
K01360.03,Kepler,1,286.41,42.681549,15.596,0.764017553,132.2214,1.103,128.0,13.2
Kepler-61,Kepler,1,295.3045,42.475288,14.995,59.8780258,151.1847,4.8027,1420.0,51.8
K01362.01,Kepler,1,281.60541,42.390419,15.406,20.51360192,357.49424,3.4769,1170.0,32.3
Kepler-297,Kepler,1,283.20917,48.777641,14.232,74.92768653,124.99266,4.74,4120.0,161.5
K01426.03,Kepler,1,283.20917,48.777641,14.232,150.0189511,224.685714,4.3823,4320.0,106.2
Kepler-844,Kepler,1,287.85773,48.774109,15.84,2.613020421,133.11283,1.9588,600.0,31.1
Kepler-845,Kepler,1,290.95755,49.203812,14.631,0.927859786,133.905978,1.4279,515.0,99.8
K01429.01,Kepler,1,292.3515,48.511082,15.531,205.912735,252.74129,9.992,2380.0,49.4
Kepler-23,Kepler,1,294.21893,49.479221,13.438,7.10695741,138.32271,5.1462,131.0,33.8
K01239.01,Kepler,1,292.17859,42.005909,15.005,0.783276173,355.94865,1.6735,265.0,46.9
K01239.02,Kepler,1,292.17859,42.005909,15.005,3.17405898,357.05776,2.3156,282.0,29.2
Kepler-280,Kepler,1,291.3905,42.180592,14.466,2.1395563,133.65392,2.0678,266.0,48.9
Kepler-280,Kepler,1,291.3905,42.180592,14.466,4.807103254,134.640371,0.9393,451.0,32.9
Kepler-56,Kepler,1,293.75836,41.871868,12.44,21.4054422,147.08981,11.721,409.0,60.9
Kepler-56,Kepler,1,293.75836,41.871868,12.44,10.5007712,135.6479,14.522,183.0,45.3
Kepler-285,Kepler,1,291.3909,48.065609,15.173,2.633852528,134.56431,2.0206,260.0,23.3
Kepler-285,Kepler,1,291.3909,48.065609,15.173,6.18670882,136.63308,2.909,203.0,14.3
Kepler-286,Kepler,1,290.67615,48.294289,15.587,1.796320953,133.33662,1.9139,211.0,22.1
Kepler-286,Kepler,1,290.67615,48.294289,15.587,3.468073,136.00831,2.361,244.0,20.6
Kepler-286,Kepler,1,290.67615,48.294289,15.587,5.9142668,133.49193,2.661,253.0,17.4
Kepler-476,Kepler,1,295.16382,43.963039,13.837,14.00640392,142.20885,4.6919,716.0,109.3
Kepler-291,Kepler,1,287.91635,42.437302,15.934,3.546531809,134.90127,2.2746,443.0,26.4
Kepler-291,Kepler,1,287.91635,42.437302,15.934,5.70070626,132.69229,1.6408,380.0,15.2
Kepler-292,Kepler,1,295.76614,42.424278,15.956,20.8341497,186.03921,4.522,803.0,26.2
Kepler-292,Kepler,1,295.76614,42.424278,15.956,7.0556584,181.91205,3.0479,706.0,32.1
Kepler-298,Kepler,1,283.03979,48.825359,15.415,10.47548084,152.64165,2.3024,1070.0,40.3
Kepler-298,Kepler,1,283.03979,48.825359,15.415,22.92886314,143.86271,2.0831,909.0,21.3
Kepler-298,Kepler,1,283.03979,48.825359,15.415,77.4740991,184.24533,4.168,1540.0,27.5
K01431.01,Kepler,1,287.02228,48.681938,13.46,345.1589354,318.307719,7.5646,5090.0,197.9
Kepler-299,Kepler,1,283.20697,48.580502,15.017,6.88595222,138.40761,4.148,429.0,34.5
K01242.01,Kepler,1,292.22839,42.03537,13.75,99.6442783,283.236289,5.1772,3220.0,163.2
K01243.01,Kepler,0,287.14944,42.105209,14.521,3.125814002,356.41184,1.7895,239.0,32.0
Kepler-474,Kepler,1,292.3215,43.881168,13.494,5.660669429,137.416045,4.6483,738.0,201.1
K01244.01,Kepler,0,292.23724,42.154289,14.503,10.80487163,134.09498,2.7215,293.0,27.4
Kepler-798,Kepler,1,292.47821,42.142288,14.2,13.71938426,140.74483,5.5677,316.0,48.3
Kepler-286,Kepler,1,290.67615,48.294289,15.587,29.2214959,139.32807,4.014,394.0,14.6
Kepler-287,Kepler,1,290.92746,48.44355,14.775,44.8520997,172.46196,3.5729,781.0,33.0
Kepler-287,Kepler,1,290.92746,48.44355,14.775,20.34237838,137.6952,2.3351,565.0,28.7
Kepler-11,Kepler,1,297.11511,41.909142,13.709,118.3786735,287.28744,9.5574,1080.0,83.1
Kepler-811,Kepler,1,285.42429,47.83461,13.971,23.58444746,145.95798,5.5545,429.0,42.8
Kepler-292,Kepler,1,295.76614,42.424278,15.956,11.97884409,178.96957,3.751,708.0,27.8
Kepler-292,Kepler,1,295.76614,42.424278,15.956,3.71545593,169.78318,2.558,332.0,19.6
Kepler-292,Kepler,1,295.76614,42.424278,15.956,2.58083264,171.56048,2.1729,270.0,17.5
K01365.01,Kepler,0,281.43735,42.725269,15.52,1.487084251,133.97746,1.3233,296.0,17.9
Kepler-293,Kepler,1,286.35806,42.406509,15.368,19.25404023,164.78424,4.6509,988.0,50.7
Kepler-299,Kepler,1,283.20697,48.580502,15.017,15.0549356,144.575,4.801,256.0,16.6
Kepler-299,Kepler,1,283.20697,48.580502,15.017,2.92721119,133.82725,2.545,170.0,18.0
Kepler-299,Kepler,1,283.20697,48.580502,15.017,38.2856338,143.2984,6.512,323.0,15.0
Kepler-846,Kepler,1,287.05701,49.046021,15.65,19.80787763,139.37983,3.453,616.0,20.1
Kepler-847,Kepler,1,283.50479,49.451019,14.782,2.343230566,133.20732,2.0424,247.0,23.9
K01246.01,Kepler,1,291.42755,41.878159,14.898,19.03723442,148.55057,3.3882,401.0,25.3
K01247.01,Kepler,0,283.46991,45.05246,11.743,2.73987398,134.5503077,4.15886,20600.0,1454.3
K01248.01,Kepler,0,289.40573,44.516941,15.359,5.801880653,357.453464,4.2608,41900.0,396.8
K01249.01,Kepler,0,291.90237,44.683731,15.252,85.34092607,386.211642,10.6141,51700.0,898.4
K01250.01,Kepler,0,290.26767,44.712849,14.912,0.782045734,134.0214,1.7945,16200.0,272.3
K01251.01,Kepler,1,288.70087,44.70768,15.237,0.576078683,134.107265,1.63253,10100.0,426.0
Kepler-812,Kepler,1,288.85529,48.208542,13.832,10.1171684,137.44489,4.6677,289.0,50.6
Kepler-813,Kepler,1,285.66269,48.435371,14.569,19.12947603,139.4353,3.9622,451.0,31.7
Kepler-1667,Kepler,1,283.53296,48.094261,13.498,83.5781976,202.45865,7.2487,631.0,54.9
Kepler-814,Kepler,1,284.91049,48.431641,14.706,6.1469956,135.07385,3.3153,250.0,25.8
K01313.01,Kepler,0,286.66568,48.144581,13.343,0.522457732,133.751976,0.8907,144.0,48.2
Kepler-293,Kepler,1,286.35806,42.406509,15.368,54.1558384,172.36559,4.432,1110.0,29.1
Kepler-5,Kepler,1,299.40701,44.035053,13.369,3.548465446,122.9014315,4.56904,7250.0,2486.5
Kepler-477 B b,Kepler,1,288.0676,42.35537,13.536,11.1199028,139.753524,3.3759,636.0,100.3
Kepler-828,Kepler,1,286.88727,42.47126,15.055,0.567856484,134.063088,1.0258,335.0,53.8
K01368.01,Kepler,0,290.20236,42.955891,14.695,251.0597249,230.027745,5.1095,7420.0,110.3
K00169.01,Kepler,0,284.45691,41.56131,13.579,11.70219638,151.13414,2.6658,640.0,41.3
Kepler-300,Kepler,1,295.2887,48.59972,14.201,40.7150498,146.56647,8.587,564.0,56.4
Kepler-300,Kepler,1,295.2887,48.59972,14.201,10.44635944,133.27821,2.749,354.0,34.4
Kepler-301,Kepler,1,283.98297,49.23299,14.271,2.508553286,135.0112,2.2664,212.0,26.8
Kepler-301,Kepler,1,283.98297,49.23299,14.271,13.75129636,144.61389,3.853,349.0,24.6
K01252.01,Kepler,0,284.28253,44.987228,12.686,0.885747456,134.486834,4.4788,895.0,203.6
K01253.01,Kepler,0,301.35507,44.492271,15.736,3.611541977,357.25064,8.6068,2970.0,167.1
Kepler-114,Kepler,1,294.12143,48.349522,13.738,8.041347775,143.038292,2.6332,591.0,77.5
K01254.01,Kepler,0,299.07388,44.431679,12.777,5.082722475,137.26075,5.9139,1970.0,95.5
K01255.01,Kepler,1,291.44522,44.52869,15.913,78.9257421,429.37454,7.5193,18000.0,85.2
K01256.01,Kepler,0,301.04239,45.022888,14.039,9.991625291,137.447816,3.8552,3450.0,220.3
Kepler-815,Kepler,1,285.2211,47.881378,13.242,8.57504983,140.14063,8.653,161.0,36.9
K01315.01,Kepler,1,295.29385,48.374802,13.137,6.84639884,133.76181,3.4919,150.0,36.3
K01316.01,Kepler,1,290.55237,48.126263,11.926,7.64970832,138.33113,6.625,55.4,28.5
K01316.02,Kepler,1,290.55237,48.126263,11.926,12.37679312,143.3787176,3.85,,
Kepler-11,Kepler,1,297.11511,41.909142,13.709,10.30401132,138.50377,4.2246,316.0,53.8
K01317.01,Kepler,0,294.77393,39.333839,15.58,2.171827838,355.083686,3.2205,42100.0,300.6
K01369.01,Kepler,1,293.46902,42.822411,14.878,3.016182013,133.88395,2.8349,223.0,31.9
Kepler-829,Kepler,1,282.33279,42.463821,14.931,6.8833761,135.26522,2.2702,458.0,28.1
K01371.01,Kepler,0,295.87634,42.364819,14.657,0.833980196,133.68304,1.756,261.0,56.9
K01372.01,Kepler,0,296.3999,42.3871,15.384,69.62754202,176.3098622,11.07,,
K01373.01,Kepler,0,292.05478,42.33025,14.618,1.926353494,133.68077,2.5305,185.0,36.9
K01374.01,Kepler,0,295.78595,42.84428,14.624,0.890737359,134.56707,1.9257,196.0,37.7
Kepler-301,Kepler,1,283.98297,49.23299,14.271,5.41908491,131.6422,2.3379,231.0,20.2
K01437.01,Kepler,1,284.84662,49.692402,15.28,7.01733571,133.90592,3.567,256.0,15.5
Kepler-848,Kepler,1,293.28827,48.811619,14.056,6.91134223,136.64878,5.6743,202.0,44.0
Kepler-849,Kepler,1,290.85178,48.521339,12.849,394.6249514,177.84534,24.108,2010.0,234.6
Kepler-850,Kepler,1,293.08447,48.57539,15.451,7.19304935,136.05065,3.407,255.0,19.0
Kepler-420,Kepler,1,291.22519,44.92738,14.651,86.64764448,173.794641,4.2326,7310.0,241.9
Kepler-281,Kepler,1,294.10818,44.770699,15.773,36.33750453,160.39806,7.06,2830.0,96.8
Kepler-281,Kepler,1,294.10818,44.770699,15.773,14.64613058,136.5227,5.688,594.0,30.0
K01258.03,Kepler,1,294.10818,44.770699,15.773,148.272013,138.00557,4.192,1710.0,21.8
K01259.01,Kepler,0,293.61743,45.016701,15.591,1.506507172,178.18515,4.5346,881.0,86.7
K01318.01,Kepler,0,294.88181,39.161072,15.31,1.634614356,133.96855,3.4422,19800.0,376.5
K01319.01,Kepler,0,296.47937,39.127571,15.484,16.02501898,367.693328,3.8828,29100.0,257.8
Kepler-816,Kepler,1,293.36285,39.212448,15.95,10.50682978,360.082152,3.7769,13400.0,343.4
K01321.01,Kepler,0,295.73193,39.587521,15.469,0.711966971,134.223486,2.0221,6230.0,392.2
K01322.01,Kepler,0,296.73502,39.187801,15.073,17.72724392,356.795528,4.1073,16900.0,109.7
K01375.01,Kepler,1,288.32043,42.261414,13.709,321.2124365,206.930556,4.012,2360.0,81.7
K01376.01,Kepler,0,291.01358,42.283134,13.997,7.13895376,184.24569,4.568,254.0,32.9
K00164.01,Kepler,0,299.54376,40.86026,13.51,4.4645454,132.31538,2.8823,194.0,37.6
Kepler-830,Kepler,1,295.05429,42.75684,14.788,11.29689442,134.57233,4.623,199.0,20.9
K01378.01,Kepler,0,295.51068,42.930565,13.601,19.30112039,133.35614,6.0752,232.0,45.0
K00019.01,Kepler,0,280.94385,42.839184,11.374,1.20320092,133.929836,1.9197,2810.0,250.8
Kepler-116,Kepler,1,294.74207,43.536831,13.717,5.968724048,137.158607,3.651,511.0,107.1
K01449.01,Kepler,0,282.79764,43.578129,14.212,10.9802462,137.1376073,3.74464,50100.0,1555.4
Kepler-854,Kepler,1,293.35129,43.13464,13.48,2.144632238,133.984128,6.2701,19800.0,334.8
K01451.01,Kepler,0,283.2413,46.378471,13.552,27.32204488,159.7472774,5.6716,77500.0,3622.7
K01452.01,Kepler,0,293.28156,43.055809,13.63,1.152216965,133.277861,2.2245,12100.0,104.5
K01260.01,Kepler,0,296.39639,44.963036,13.85,5.2972293,177.95111,3.799,1210.0,31.8
Kepler-799,Kepler,1,287.1749,44.878571,15.12,133.460999,216.04334,11.4997,5030.0,162.3
Kepler-114,Kepler,1,294.12143,48.349522,13.738,5.188563677,145.362252,2.3683,359.0,56.4
K01261.02,Kepler,1,287.1749,44.878571,15.12,15.19423359,142.73422,3.106,368.0,18.1
K01262.01,Kepler,0,296.93393,44.853642,15.379,14.17098745,359.82956,3.4804,3070.0,93.6
K01263.01,Kepler,0,292.13437,44.65617,15.527,31.9734169,133.86598,13.262,1410.0,62.5
Kepler-817,Kepler,1,296.08185,39.161621,15.572,3.990105908,355.840837,2.4108,6150.0,247.8
K01324.01,Kepler,0,288.65359,39.66431,15.636,0.52205862,133.138446,2.0847,1380.0,169.0
Kepler-818,Kepler,1,296.23511,39.370338,15.062,10.03538181,137.471481,3.4062,2830.0,150.9
K01326.01,Kepler,0,286.83487,39.760849,12.907,53.10094262,135.9717179,2.2868,20000.0,1108.5
K00158.01,Kepler,0,298.77338,47.786469,13.752,5.80181368,137.57807,4.119,270.0,35.3
K01327.01,Kepler,0,293.61121,39.417519,15.908,15.6402515,359.07991,6.222,800.0,19.3
K01378.02,Kepler,0,295.51068,42.930565,13.601,0.691666384,135.94927,1.9603,35.6,20.8
Kepler-831,Kepler,1,294.98547,42.727669,13.687,5.62154315,136.89013,2.4143,172.0,35.3
K01380.01,Kepler,0,289.24817,42.565559,11.748,1.074106954,133.84323,1.9797,64.5,48.5
K01381.01,Kepler,0,284.82272,46.013721,15.764,5.117401517,134.586518,4.3056,62900.0,456.6
K01382.01,Kepler,0,282.18439,46.006859,15.653,4.20233673,179.533899,3.6973,46000.0,258.8
Kepler-851,Kepler,1,294.68027,49.14016,15.135,8.50698069,134.64421,2.938,296.0,20.7
K00170.01,Kepler,0,297.97922,48.553871,13.376,15.60865244,144.29934,6.26,311.0,46.9
Kepler-407,Kepler,1,286.03635,49.61451,12.521,0.669310092,134.131388,1.6274,132.0,75.3
K01443.01,Kepler,0,295.03461,48.882172,12.786,4.494498254,134.77583,1.9742,248.0,39.3
Kepler-852,Kepler,1,297.3916,48.560692,13.949,44.9306706,140.2077,6.539,438.0,33.8
Kepler-800,Kepler,1,286.57483,44.7952,15.762,14.13175309,142.26044,4.0136,1030.0,40.1
K01265.01,Kepler,0,288.90857,44.64241,15.062,1.061934816,133.84801,3.2551,437.0,74.5
Kepler-801,Kepler,1,286.07523,44.664639,15.314,11.41926141,137.66894,3.9908,916.0,58.0
K01267.01,Kepler,0,299.2749,44.55349,14.423,5.93821065,136.52839,2.5128,523.0,33.6
K01268.01,Kepler,1,289.88962,45.005669,14.814,268.9410974,360.070904,5.4434,9010.0,120.4
